#genename	D. discoideum gene name	
#ddb_g	D. discoideum dictybase gene ID	
#jgi_id	D. purpureum JGI gene ID	
#		
genename	ddb_g	jgi_id
DDB_G0285991	DDB_G0285991	75271
DDB_G0268196	DDB_G0268196	75282
DDB_G0285519	DDB_G0285519	75292
DDB_G0272752	DDB_G0272752	81148
DDB_G0286899	DDB_G0286899	81149
DDB_G0286151	DDB_G0286151	81183
pfdn6	DDB_G0286147	81185
DDB_G0270758	DDB_G0270758	81189
DDB_G0270438	DDB_G0270438	81198
polA3	DDB_G0270442	81203
DDB_G0291900	DDB_G0291900	81210
DDB_G0288521	DDB_G0288521	81217
DDB_G0288663	DDB_G0288663	81232
DDB_G0288099	DDB_G0288099	81234
DDB_G0286441	DDB_G0286441	81238
DDB_G0283733	DDB_G0283733	81244
DDB_G0283117	DDB_G0283117	81255
DDB_G0283859	DDB_G0283859	81259
lig3	DDB_G0283857	81260
DDB_G0277341	DDB_G0277341	81283
DDB_G0277235	DDB_G0277235	81286
DDB_G0277229	DDB_G0277229	81289
eIF6	DDB_G0276493	81293
DDB_G0283155	DDB_G0283155	81303
DDB_G0285543	DDB_G0285543	81306
DDB_G0285545	DDB_G0285545	81308
roco7	DDB_G0267472	81310
DDB_G0285563	DDB_G0285563	75301
DDB_G0282415	DDB_G0282415	81348
pex14	DDB_G0293264	81354
cox10	DDB_G0288169	81366
arl1	DDB_G0288163	81368
DDB_G0278181	DDB_G0278181	81386
DDB_G0279005	DDB_G0279005	81389
DDB_G0268220	DDB_G0268220	81395
DDB_G0280465	DDB_G0280465	81401
DDB_G0280463	DDB_G0280463	81402
DDB_G0290503	DDB_G0290503	81416
gxcE	DDB_G0291085	81422
rpa49	DDB_G0290909	81424
DDB_G0286885	DDB_G0286885	81445
DDB_G0286429	DDB_G0286429	81460
phyA	DDB_G0277759	81472
DDB_G0283787	DDB_G0283787	81491
DDB_G0272811	DDB_G0272811	81492
DDB_G0276419	DDB_G0276419	81498
DDB_G0275919	DDB_G0275919	81506
nhe1	DDB_G0275711	81508
DDB_G0269698	DDB_G0269698	81517
DDB_G0289715	DDB_G0289715	81525
DDB_G0289453	DDB_G0289453	81530
DDB_G0289191	DDB_G0289191	81535
cdcD	DDB_G0288065	81538
dph3	DDB_G0277061	81546
DDB_G0270632	DDB_G0270632	81556
DDB_G0270774	DDB_G0270774	81582
rps17	DDB_G0290141	81609
DDB_G0280487	DDB_G0280487	81630
wdr46	DDB_G0280489	81631
mlcD	DDB_G0277917	81641
leuS	DDB_G0285451	81646
DDB_G0285447	DDB_G0285447	81648
DDB_G0269442	DDB_G0269442	75413
spc2	DDB_G0270510	75426
DDB_G0290101	DDB_G0290101	75440
DDB_G0270268	DDB_G0270268	75450
DDB_G0288559	DDB_G0288559	81697
pop4	DDB_G0288543	81703
DDB_G0286805	DDB_G0286805	81707
DDB_G0267906	DDB_G0267906	81708
DDB_G0292240	DDB_G0292240	81715
DDB_G0292226	DDB_G0292226	81717
bxdc1	DDB_G0292216	81719
DDB_G0280935	DDB_G0280935	81734
DDB_G0268878	DDB_G0268878	81747
DDB_G0269736	DDB_G0269736	81755
DDB_G0286249	DDB_G0286249	81777
docC	DDB_G0292004	81789
rpb9	DDB_G0268306	81794
DDB_G0275093	DDB_G0275093	81796
DDB_G0282603	DDB_G0282603	81813
DDB_G0282599	DDB_G0282599	81815
DDB_G0288419	DDB_G0288419	81828
mrpl53	DDB_G0292420	81831
DDB_G0284971	DDB_G0284971	81833
DDB_G0268008	DDB_G0268008	81838
DDB_G0269220	DDB_G0269220	75462
racG	DDB_G0269178	75463
DDB_G0269860	DDB_G0269860	75469
wdr85	DDB_G0270178	75478
DDB_G0270182	DDB_G0270182	75483
DDB_G0270752	DDB_G0270752	75487
DDB_G0270196	DDB_G0270196	75488
DDB_G0270170	DDB_G0270170	75494
DDB_G0270072	DDB_G0270072	75505
sibA	DDB_G0287363	81870
DDB_G0275543	DDB_G0275543	81895
gefN	DDB_G0275703	81896
DDB_G0289773	DDB_G0289773	81911
DDB_G0289587	DDB_G0289587	81920
DDB_G0269620	DDB_G0269620	81950
DDB_G0269618	DDB_G0269618	81954
DDB_G0293250	DDB_G0293250	81989
DDB_G0290993	DDB_G0290993	75527
DDB_G0290997	DDB_G0290997	75529
DDB_G0287753	DDB_G0287753	75550
DDB_G0291059	DDB_G0291059	75557
DDB_G0293806	DDB_G0293806	82007
DDB_G0294380	DDB_G0294380	82011
fslQ	DDB_G0286609	82049
dhx8	DDB_G0291183	82061
DDB_G0278975	DDB_G0278975	82065
gacD	DDB_G0291021	82068
rbbE	DDB_G0285847	82100
DDB_G0286593	DDB_G0286593	82111
DDB_G0287367	DDB_G0287367	82122
crlE	DDB_G0286301	82126
DDB_G0281367	DDB_G0281367	82156
DDB_G0284367	DDB_G0284367	75571
DDB_G0285365	DDB_G0285365	75576
DDB_G0285361	DDB_G0285361	75578
DDB_G0285359	DDB_G0285359	75579
DDB_G0285355	DDB_G0285355	75581
DDB_G0290425	DDB_G0290425	75590
chid1	DDB_G0290417	75595
DDB_G0290801	DDB_G0290801	75603
etfa	DDB_G0290927	75605
mybL	DDB_G0285373	75617
DDB_G0282057	DDB_G0282057	82185
DDB_G0282201	DDB_G0282201	82188
DDB_G0281323	DDB_G0281323	82192
DDB_G0281049	DDB_G0281049	82193
gxcEE	DDB_G0281047	82194
DDB_G0288537	DDB_G0288537	82197
DDB_G0268652	DDB_G0268652	82219
ttc27	DDB_G0293372	82233
DDB_G0293562	DDB_G0293562	82237
prmt1	DDB_G0291556	82252
DDB_G0267752	DDB_G0267752	82253
DDB_G0285471	DDB_G0285471	82255
DDB_G0285473	DDB_G0285473	82256
DDB_G0288611	DDB_G0288611	82285
DDB_G0277315	DDB_G0277315	82297
DDB_G0267940	DDB_G0267940	82307
DDB_G0267578	DDB_G0267578	82317
adcE	DDB_G0267584	82319
DDB_G0272648	DDB_G0272648	82334
DDB_G0272807	DDB_G0272807	82336
ipo13A	DDB_G0293110	75625
DDB_G0293118	DDB_G0293118	75630
fam63A	DDB_G0269770	82343
DDB_G0270942	DDB_G0270942	82345
DDB_G0269762	DDB_G0269762	82347
DDB_G0268900	DDB_G0268900	82352
wdr75	DDB_G0268898	82353
DDB_G0283575	DDB_G0283575	82355
DDB_G0268808	DDB_G0268808	82361
rabQ	DDB_G0268760	82365
DG1122	DDB_G0277397	82408
cct6	DDB_G0277493	82419
DDB_G0291203	DDB_G0291203	82427
DDB_G0291115	DDB_G0291115	82438
gxcS	DDB_G0280087	82447
fpgt	DDB_G0285257	82454
DDB_G0285265	DDB_G0285265	82458
ccdc25	DDB_G0269786	82463
DDB_G0293044	DDB_G0293044	75664
DDB_G0287463	DDB_G0287463	75665
DDB_G0281291	DDB_G0281291	75668
mcfG	DDB_G0293556	75670
DDB_G0293704	DDB_G0293704	75673
DDB_G0293440	DDB_G0293440	75678
DDB_G0293404	DDB_G0293404	75689
DDB_G0293414	DDB_G0293414	75690
DDB_G0289863	DDB_G0289863	75698
dhps	DDB_G0285725	75703
cas1	DDB_G0269226	74059
DDB_G0270470	DDB_G0270470	74070
DDB_G0269300	DDB_G0269300	74075
DDB_G0269744	DDB_G0269744	74087
DDB_G0273577	DDB_G0273577	74088
DDB_G0275923	DDB_G0275923	74089
DDB_G0270176	DDB_G0270176	74095
DDB_G0267880	DDB_G0267880	74100
DDB_G0268932	DDB_G0268932	74104
DDB_G0269952	DDB_G0269952	74112
ciao1	DDB_G0269728	74124
abcB7	DDB_G0269720	74128
DDB_G0280117	DDB_G0280117	82497
DDB_G0272993	DDB_G0272993	82508
DDB_G0281321	DDB_G0281321	82519
ube2m	DDB_G0281725	82544
V4-7	DDB_G0281823	82545
ssr2	DDB_G0280313	82569
ggtA	DDB_G0274103	82586
DDB_G0274823	DDB_G0274823	82594
DDB_G0288133	DDB_G0288133	75726
DDB_G0288135	DDB_G0288135	75728
DDB_G0288139	DDB_G0288139	75730
DDB_G0287445	DDB_G0287445	75733
DDB_G0287447	DDB_G0287447	75736
DDB_G0279851	DDB_G0279851	82640
DDB_G0287059	DDB_G0287059	82649
vmp1	DDB_G0285175	82663
DDB_G0285059	DDB_G0285059	82670
DDB_G0295809	DDB_G0295809	82682
DDB_G0282161	DDB_G0282161	82685
DDB_G0268376	DDB_G0268376	82694
DDB_G0269780	DDB_G0269780	82713
DDB_G0279069	DDB_G0279069	82738
DDB_G0267750	DDB_G0267750	82739
tbck	DDB_G0267760	82742
comC	DDB_G0271692	82750
crlD	DDB_G0283579	75785
DDB_G0283993	DDB_G0283993	75792
rsc5	DDB_G0269182	75798
DDB_G0269910	DDB_G0269910	75800
DDB_G0284603	DDB_G0284603	82757
15-Sep	DDB_G0268396	82783
DDB_G0269830	DDB_G0269830	82791
DDB_G0275277	DDB_G0275277	82796
bloc1s1	DDB_G0280077	82800
gnl3	DDB_G0287147	82812
med25	DDB_G0286967	82824
DDB_G0269450	DDB_G0269450	82826
DDB_G0293042	DDB_G0293042	82827
DDB_G0279163	DDB_G0279163	82844
DDB_G0279145	DDB_G0279145	82865
DDB_G0275765	DDB_G0275765	82892
DDB_G0279279	DDB_G0279279	82899
ucr	DDB_G0284947	82910
gtaM	DDB_G0286837	82915
DDB_G0273005	DDB_G0273005	82941
DDB_G0282963	DDB_G0282963	82991
DDB_G0277359	DDB_G0277359	83013
DDB_G0288597	DDB_G0288597	83022
clasp	DDB_G0271286	75856
DDB_G0271280	DDB_G0271280	75859
DDB_G0271486	DDB_G0271486	75869
DDB_G0271290	DDB_G0271290	75877
hspC	DDB_G0272819	75879
DDB_G0271606	DDB_G0271606	75884
DDB_G0271248	DDB_G0271248	75901
DDB_G0288367	DDB_G0288367	83025
DDB_G0275625	DDB_G0275625	83062
DDB_G0290139	DDB_G0290139	83068
DDB_G0290223	DDB_G0290223	83072
npl4	DDB_G0290227	83074
dph4	DDB_G0292980	83095
DDB_G0283065	DDB_G0283065	83097
DDB_G0281065	DDB_G0281065	83098
DDB_G0290495	DDB_G0290495	75930
tmem164	DDB_G0287401	83165
DDB_G0282781	DDB_G0282781	83170
snf12-1	DDB_G0273203	83174
DDB_G0268018	DDB_G0268018	83182
DDB_G0267562	DDB_G0267562	83186
DDB_G0283499	DDB_G0283499	83193
DDB_G0285389	DDB_G0285389	83203
DDB_G0285337	DDB_G0285337	83207
DDB_G0281317	DDB_G0281317	83227
nagE	DDB_G0285647	83242
DDB_G0271394	DDB_G0271394	83244
DDB_G0283437	DDB_G0283437	83259
DDB_G0290025	DDB_G0290025	83266
gxcL	DDB_G0290023	83267
DDB_G0290017	DDB_G0290017	83269
abkC	DDB_G0267774	83271
cmr	DDB_G0279711	75958
DDB_G0279709	DDB_G0279709	75959
psmB4-1	DDB_G0273163	75973
DDB_G0273165	DDB_G0273165	75974
tubC	DDB_G0271738	75989
tmem14B	DDB_G0271790	75993
CYP508D1	DDB_G0292790	83304
DDB_G0270760	DDB_G0270760	83316
DDB_G0287879	DDB_G0287879	83327
DDB_G0289109	DDB_G0289109	83353
DDB_G0273233	DDB_G0273233	83380
DDB_G0268800	DDB_G0268800	83386
DDB_G0268758	DDB_G0268758	83396
DDB_G0267570	DDB_G0267570	76006
DDB_G0282883	DDB_G0282883	76037
DDB_G0267800	DDB_G0267800	83430
DDB_G0274351	DDB_G0274351	83440
pARTg	DDB_G0271766	83441
DDB_G0274349	DDB_G0274349	83442
DDB_G0268968	DDB_G0268968	83449
DDB_G0278773	DDB_G0278773	83468
aifB	DDB_G0285005	83476
DDB_G0279531	DDB_G0279531	83487
DDB_G0279535	DDB_G0279535	83488
uba2	DDB_G0286919	76062
DDB_G0287519	DDB_G0287519	76067
DDB_G0278325	DDB_G0278325	76068
DDB_G0288291	DDB_G0288291	76077
DDB_G0284741	DDB_G0284741	83525
anapc5	DDB_G0280113	83564
med11	DDB_G0280109	83566
DDB_G0269488	DDB_G0269488	83574
DDB_G0272642	DDB_G0272642	83605
DDB_G0272644	DDB_G0272644	83606
DDB_G0282169	DDB_G0282169	83629
wdr61	DDB_G0282793	83630
DDB_G0279687	DDB_G0279687	76088
DDB_G0278567	DDB_G0278567	76093
DDB_G0292616	DDB_G0292616	76102
DDB_G0288303	DDB_G0288303	76106
ddi1	DDB_G0288187	76108
DDB_G0270432	DDB_G0270432	76110
wipA	DDB_G0270430	76111
ddx10	DDB_G0284017	76134
DDB_G0268784	DDB_G0268784	83634
DDB_G0287999	DDB_G0287999	83638
DDB_G0289203	DDB_G0289203	83644
dst4	DDB_G0288071	83651
DDB_G0284423	DDB_G0284423	83663
DDB_G0279857	DDB_G0279857	83670
DDB_G0267910	DDB_G0267910	83693
DDB_G0289363	DDB_G0289363	83697
DDB_G0268934	DDB_G0268934	83708
captA	DDB_G0271794	83742
DDB_G0270890	DDB_G0270890	76139
DDB_G0269602	DDB_G0269602	76141
mybP	DDB_G0270560	76145
DDB_G0269630	DDB_G0269630	76154
DDB_G0269596	DDB_G0269596	76158
DDB_G0269346	DDB_G0269346	76169
DDB_G0293718	DDB_G0293718	74149
DDB_G0268252	DDB_G0268252	74166
pfdn4	DDB_G0281873	74181
ahhA	DDB_G0282009	74198
pigF	DDB_G0284667	83760
DDB_G0295789	DDB_G0295789	83762
DDB_G0285735	DDB_G0285735	83763
DDB_G0279231	DDB_G0279231	83769
snrpB2	DDB_G0288391	83777
pcp	DDB_G0293196	83788
DDB_G0272272	DDB_G0272272	83841
DDB_G0289195	DDB_G0289195	83851
DDB_G0272214	DDB_G0272214	83852
DDB_G0279831	DDB_G0279831	76173
DDB_G0278235	DDB_G0278235	76175
DDB_G0267754	DDB_G0267754	76180
DDB_G0281057	DDB_G0281057	76185
DDB_G0280243	DDB_G0280243	76207
omt3	DDB_G0274197	83855
DDB_G0288447	DDB_G0288447	83872
DDB_G0276843	DDB_G0276843	83880
DDB_G0276845	DDB_G0276845	83881
DDB_G0282867	DDB_G0282867	83889
plrg1	DDB_G0279507	83900
DDB_G0291496	DDB_G0291496	83923
wdr5	DDB_G0287273	83930
DDB_G0288477	DDB_G0288477	83936
rft1	DDB_G0288491	83938
gna1	DDB_G0279475	76233
DDB_G0279485	DDB_G0279485	76235
DDB_G0284523	DDB_G0284523	76255
DDB_G0275571	DDB_G0275571	83939
cstf2	DDB_G0280529	83944
DDB_G0283057	DDB_G0283057	83973
DDB_G0277665	DDB_G0277665	83977
DDB_G0277469	DDB_G0277469	83982
DDB_G0268902	DDB_G0268902	83999
utp20	DDB_G0279083	84000
DDB_G0279373	DDB_G0279373	84008
DDB_G0279985	DDB_G0279985	76293
DDB_G0292258	DDB_G0292258	84050
DDB_G0276227	DDB_G0276227	84055
DDB_G0282187	DDB_G0282187	84068
DDB_G0268114	DDB_G0268114	84097
DDB_G0272909	DDB_G0272909	84105
DDB_G0276131	DDB_G0276131	84113
DDB_G0281073	DDB_G0281073	76309
DDB_G0285853	DDB_G0285853	76324
DDB_G0272096	DDB_G0272096	76333
DDB_G0290879	DDB_G0290879	76335
DDB_G0271834	DDB_G0271834	76336
DDB_G0285243	DDB_G0285243	76343
arsB	DDB_G0289879	76346
upf1	DDB_G0288923	84133
DDB_G0288949	DDB_G0288949	84142
DDB_G0280383	DDB_G0280383	84168
DDB_G0274277	DDB_G0274277	84176
DDB_G0277251	DDB_G0277251	76351
DDB_G0276085	DDB_G0276085	76352
guaD	DDB_G0277743	76363
DDB_G0277745	DDB_G0277745	76364
DDB_G0275491	DDB_G0275491	76372
DDB_G0276383	DDB_G0276383	76377
gins1	DDB_G0289271	84206
DDB_G0273515	DDB_G0273515	84229
selD	DDB_G0282367	84250
DDB_G0271838	DDB_G0271838	84272
DDB_G0271840	DDB_G0271840	84273
vps11	DDB_G0278141	76416
DDB_G0290289	DDB_G0290289	76420
DDB_G0290351	DDB_G0290351	76423
DDB_G0290295	DDB_G0290295	76426
DDB_G0275529	DDB_G0275529	84302
DDB_G0277625	DDB_G0277625	84303
DDB_G0292698	DDB_G0292698	84328
sgmD	DDB_G0268330	84333
DDB_G0267818	DDB_G0267818	84345
DDB_G0267876	DDB_G0267876	84348
CYP556A1	DDB_G0284345	76441
DDB_G0284443	DDB_G0284443	76443
bdp1	DDB_G0283405	76451
DDB_G0283837	DDB_G0283837	84356
DDB_G0271124	DDB_G0271124	84391
DDB_G0287111	DDB_G0287111	84392
DDB_G0289905	DDB_G0289905	84421
ppp4C	DDB_G0272116	76474
DDB_G0273647	DDB_G0273647	76478
DDB_G0271912	DDB_G0271912	76499
DDB_G0281609	DDB_G0281609	76504
DDB_G0291131	DDB_G0291131	84454
DDB_G0292450	DDB_G0292450	84468
DDB_G0277347	DDB_G0277347	84478
hibA	DDB_G0292566	84481
DDB_G0272532	DDB_G0272532	84489
DDB_G0271300	DDB_G0271300	76516
mcfA	DDB_G0291312	76529
med22	DDB_G0279087	76538
DDB_G0279971	DDB_G0279971	76541
DDB_G0271358	DDB_G0271358	76543
DDB_G0291310	DDB_G0291310	76545
DDB_G0291334	DDB_G0291334	76549
osbD	DDB_G0272498	84515
DDB_G0291782	DDB_G0291782	84538
DDB_G0278269	DDB_G0278269	84540
DDB_G0277065	DDB_G0277065	84547
DDB_G0281637	DDB_G0281637	84550
DDB_G0275973	DDB_G0275973	76560
DDB_G0290435	DDB_G0290435	76575
DDB_G0275025	DDB_G0275025	76580
tgrK1	DDB_G0271586	74227
ubqK	DDB_G0280585	74230
DDB_G0294587	DDB_G0294587	84585
DDB_G0285281	DDB_G0285281	84586
gxcT	DDB_G0269610	84596
DDB_G0274801	DDB_G0274801	84613
DDB_G0274533	DDB_G0274533	84618
DDB_G0292166	DDB_G0292166	84633
DDB_G0286655	DDB_G0286655	76607
DDB_G0283447	DDB_G0283447	76619
wdr89	DDB_G0283635	76622
DDB_G0279223	DDB_G0279223	76639
DDB_G0283019	DDB_G0283019	76648
DDB_G0268224	DDB_G0268224	84657
DDB_G0291612	DDB_G0291612	84673
DDB_G0283591	DDB_G0283591	84681
DDB_G0287379	DDB_G0287379	84688
DDB_G0287331	DDB_G0287331	84689
DDB_G0283409	DDB_G0283409	76652
DDB_G0288589	DDB_G0288589	76653
DDB_G0281419	DDB_G0281419	76655
PFP1	DDB_G0276405	76658
DDB_G0280393	DDB_G0280393	76661
DDB_G0280257	DDB_G0280257	76665
mdhC	DDB_G0280255	76668
mcfJ	DDB_G0280083	76676
DDB_G0287165	DDB_G0287165	76684
DDB_G0267864	DDB_G0267864	84699
DDB_G0286365	DDB_G0286365	84703
DDB_G0282823	DDB_G0282823	84725
DDB_G0281877	DDB_G0281877	84741
DDB_G0286749	DDB_G0286749	84754
DDB_G0286361	DDB_G0286361	84756
DDB_G0269462	DDB_G0269462	76703
mcfF	DDB_G0269470	76707
DDB_G0278617	DDB_G0278617	76724
DDB_G0292646	DDB_G0292646	84776
psmD12	DDB_G0281051	84782
dimt1l	DDB_G0283789	84787
DDB_G0282801	DDB_G0282801	84790
DDB_G0267902	DDB_G0267902	84807
DDB_G0267890	DDB_G0267890	84809
DDB_G0270096	DDB_G0270096	76739
DDB_G0286605	DDB_G0286605	76765
DDB_G0269676	DDB_G0269676	76769
DDB_G0270092	DDB_G0270092	84821
strap	DDB_G0286457	84850
DDB_G0274805	DDB_G0274805	84858
elmoF	DDB_G0267548	76775
kil1	DDB_G0267630	76787
DDB_G0267620	DDB_G0267620	76788
snrp70	DDB_G0268004	76792
adi1	DDB_G0291376	76798
DDB_G0272438	DDB_G0272438	76800
DDB_G0270158	DDB_G0270158	84876
DDB_G0292852	DDB_G0292852	84882
DDB_G0267660	DDB_G0267660	84890
DDB_G0277349	DDB_G0277349	84896
DDB_G0276057	DDB_G0276057	76816
DDB_G0276627	DDB_G0276627	76826
DDB_G0286067	DDB_G0286067	84941
mrpl15	DDB_G0284405	84943
phf5a	DDB_G0284403	84944
DDB_G0284133	DDB_G0284133	84945
sir2D	DDB_G0289967	84948
rpl35	DDB_G0288349	84956
vps29	DDB_G0288787	76837
DDB_G0286707	DDB_G0286707	76852
DDB_G0284843	DDB_G0284843	84987
DDB_G0271242	DDB_G0271242	84992
DDB_G0291151	DDB_G0291151	84997
rvb2	DDB_G0280775	76866
DDB_G0280403	DDB_G0280403	76871
DDB_G0275581	DDB_G0275581	76878
vatP	DDB_G0274381	76883
DDB_G0280945	DDB_G0280945	76894
DDB_G0280911	DDB_G0280911	76895
DDB_G0280125	DDB_G0280125	76896
DDB_G0275885	DDB_G0275885	85031
mcfP	DDB_G0292034	85047
DDB_G0278133	DDB_G0278133	76912
DDB_G0279361	DDB_G0279361	76929
DDB_G0284557	DDB_G0284557	76935
sgkB	DDB_G0284545	76939
DDB_G0286615	DDB_G0286615	85072
DDB_G0284127	DDB_G0284127	85086
DDB_G0280329	DDB_G0280329	85094
DDB_G0289243	DDB_G0289243	85101
DDB_G0280845	DDB_G0280845	74283
DDB_G0291616	DDB_G0291616	76954
DDB_G0278199	DDB_G0278199	76963
DDB_G0279699	DDB_G0279699	76975
DDB_G0282761	DDB_G0282761	76980
DDB_G0278705	DDB_G0278705	74307
trappc4	DDB_G0280827	74311
DDB_G0283041	DDB_G0283041	74314
atg12	DDB_G0282929	74321
esd	DDB_G0283037	74322
DDB_G0283373	DDB_G0283373	74327
cdk11	DDB_G0283279	74328
DDB_G0283989	DDB_G0283989	74341
DDB_G0282977	DDB_G0282977	74344
DDB_G0282061	DDB_G0282061	85114
H2AZ	DDB_G0286747	85120
trappc3	DDB_G0277135	85129
fslJ-1	DDB_G0272885	85139
DDB_G0281371	DDB_G0281371	85155
nat13	DDB_G0295721	76997
tcea1	DDB_G0278241	77009
DDB_G0274069	DDB_G0274069	77012
snrpD1	DDB_G0278027	77015
DDB_G0274013	DDB_G0274013	85162
DDB_G0274345	DDB_G0274345	85167
DDB_G0269684	DDB_G0269684	85169
DDB_G0288509	DDB_G0288509	85177
ppr2	DDB_G0272668	85184
gxcF	DDB_G0282475	85191
gxcH	DDB_G0288377	77025
DDB_G0280747	DDB_G0280747	77028
gxcI	DDB_G0288383	77030
DDB_G0293178	DDB_G0293178	77048
DDB_G0275599	DDB_G0275599	77060
DDB_G0275595	DDB_G0275595	77063
pigH	DDB_G0277289	77082
DDB_G0280283	DDB_G0280283	77096
alg10	DDB_G0277817	85245
DDB_G0295781	DDB_G0295781	85249
DDB_G0288973	DDB_G0288973	85263
DDB_G0288237	DDB_G0288237	77109
DDB_G0288199_ps	DDB_G0288199	77112
DDB_G0293550	DDB_G0293550	77120
vps2A	DDB_G0290087	77133
if1	DDB_G0291988	85297
DDB_G0278367	DDB_G0278367	77138
DDB_G0278375	DDB_G0278375	77142
DDB_G0278455	DDB_G0278455	77144
smu1	DDB_G0278353	77157
DDB_G0273029	DDB_G0273029	85335
DDB_G0274927	DDB_G0274927	85339
DDB_G0276841	DDB_G0276841	77187
DDB_G0267986	DDB_G0267986	77192
DDB_G0269500	DDB_G0269500	77194
DDB_G0282481	DDB_G0282481	85371
DDB_G0267638	DDB_G0267638	85378
DDB_G0280921	DDB_G0280921	77206
DDB_G0281217	DDB_G0281217	77221
DDB_G0281223	DDB_G0281223	77225
DDB_G0280367	DDB_G0280367	85390
DDB_G0273415	DDB_G0273415	85402
DDB_G0285675	DDB_G0285675	77246
DDB_G0285671	DDB_G0285671	77250
DDB_G0283407	DDB_G0283407	77260
wdr13	DDB_G0291596	77267
sfxn	DDB_G0285029	77275
DDB_G0285031	DDB_G0285031	77276
lsm2	DDB_G0281779	85411
DDB_G0281777	DDB_G0281777	85412
helC	DDB_G0281553	85413
adcF	DDB_G0289229	85420
DDB_G0274895	DDB_G0274895	77300
DDB_G0293294	DDB_G0293294	77304
DDB_G0282805	DDB_G0282805	85446
DDB_G0287479	DDB_G0287479	77327
abpF	DDB_G0291229	77330
DDB_G0291860	DDB_G0291860	77338
DDB_G0278473	DDB_G0278473	74375
DDB_G0283551	DDB_G0283551	74383
DDB_G0274333	DDB_G0274333	74399
DDB_G0274425	DDB_G0274425	74415
p2xC	DDB_G0275191	74417
DDB_G0274657	DDB_G0274657	74422
DDB_G0274479	DDB_G0274479	74424
DDB_G0274915	DDB_G0274915	74425
DDB_G0270308	DDB_G0270308	74430
DDB_G0274489	DDB_G0274489	74432
tgrC1	DDB_G0280531	77369
DDB_G0288969	DDB_G0288969	85503
cbpH	DDB_G0288623	77398
mgm101	DDB_G0277451	77411
pex16	DDB_G0277113	77414
DDB_G0270130	DDB_G0270130	85528
ppil2	DDB_G0284323	77418
DDB_G0284303	DDB_G0284303	77419
DDB_G0284263	DDB_G0284263	77422
DDB_G0284273	DDB_G0284273	77426
Dd5P2	DDB_G0284187	77429
DDB_G0285135	DDB_G0285135	77441
gtaL	DDB_G0285139	77444
DDB_G0292694	DDB_G0292694	77465
DDB_G0279805	DDB_G0279805	77484
DDB_G0283925	DDB_G0283925	85573
DDB_G0268816	DDB_G0268816	77505
folC	DDB_G0292632	77507
gflD	DDB_G0279569	77513
DDB_G0293234	DDB_G0293234	77520
tupA	DDB_G0282189	77529
DDB_G0275087	DDB_G0275087	85583
DDB_G0275275	DDB_G0275275	85584
DDB_G0289143	DDB_G0289143	77535
drpp20	DDB_G0289139	77539
DDB_G0289689	DDB_G0289689	77552
DDB_G0289413	DDB_G0289413	77555
DDB_G0289439	DDB_G0289439	77557
DDB_G0289421	DDB_G0289421	77558
DDB_G0290137	DDB_G0290137	85604
DDB_G0285185	DDB_G0285185	77570
DDB_G0285033	DDB_G0285033	77576
DDB_G0284981	DDB_G0284981	77581
DDB_G0276413	DDB_G0276413	77593
DDB_G0289011	DDB_G0289011	85616
DDB_G0287041	DDB_G0287041	85618
orcA	DDB_G0283073	77605
DDB_G0283071	DDB_G0283071	77606
mnd1	DDB_G0291750	77611
wdr92	DDB_G0291822	77614
DDB_G0291101	DDB_G0291101	77618
DDB_G0291794	DDB_G0291794	77620
DDB_G0283311	DDB_G0283311	77625
DDB_G0279731	DDB_G0279731	77635
DDB_G0281501	DDB_G0281501	77644
DDB_G0268094	DDB_G0268094	77665
DDB_G0290273	DDB_G0290273	77677
usp12	DDB_G0290453	77679
DDB_G0290455	DDB_G0290455	77680
DDB_G0274585	DDB_G0274585	77698
DDB_G0274253	DDB_G0274253	77699
DDB_G0274715	DDB_G0274715	77700
copE	DDB_G0267950	74448
DDB_G0282005	DDB_G0282005	74459
DDB_G0275169	DDB_G0275169	74464
DDB_G0275059	DDB_G0275059	74466
DDB_G0275061	DDB_G0275061	74467
DDB_G0267434	DDB_G0267434	74489
DDB_G0278855	DDB_G0278855	77713
cdc5l	DDB_G0279311	77715
rad18	DDB_G0278935	77720
DDB_G0278791	DDB_G0278791	77723
DDB_G0278841	DDB_G0278841	77728
DDB_G0278789	DDB_G0278789	77729
DDB_G0276277	DDB_G0276277	77730
DDB_G0282337	DDB_G0282337	77743
alyB	DDB_G0275119	77770
DDB_G0276271	DDB_G0276271	77776
swp1	DDB_G0289479	77786
DDB_G0269550	DDB_G0269550	77821
DDB_G0272226	DDB_G0272226	77822
DDB_G0294603	DDB_G0294603	77836
abcH4	DDB_G0283479	77869
DDB_G0286105	DDB_G0286105	77880
DDB_G0289407	DDB_G0289407	77884
DDB_G0287309	DDB_G0287309	77892
DDB_G0280423	DDB_G0280423	77902
DDB_G0269278	DDB_G0269278	77914
DDB_G0269356	DDB_G0269356	77919
atg8	DDB_G0286191	77947
gacHH	DDB_G0272080	77981
rps14	DDB_G0291526	77982
DDB_G0287741	DDB_G0287741	77995
DDB_G0288495	DDB_G0288495	77998
DDB_G0281269	DDB_G0281269	78014
DDB_G0281271	DDB_G0281271	78015
med12	DDB_G0281277	78016
CYP513C1	DDB_G0291105	74512
DDB_G0292876	DDB_G0292876	74537
DDB_G0292878	DDB_G0292878	74538
rad17	DDB_G0292504	74539
